batch_id,crop_type,region,season,yield_quantity_kg,moisture_content_%,avg_temperature_celsius,transport_delay_hours,equipment_downtime_hours,storage_duration_days,quality_grade,spoilage_loss_%,supply_chain_stage,resource_utilization_%,climate_risk_level,input_cost_per_kg,final_market_price_per_kg,total_input_cost,total_revenue,estimated_profit,profit_margin_%,spoilage_quantity_kg
BATCH00130,Barley,North,Kharif,439.41,13.88,26.53,5.5,1,3,B,8.96,Warehouse,93.09,High,5.64,11.29,"₹ 2,478.27","₹ 4,960.94","₹ 2,482.67",50.04%,39.37
BATCH00131,Wheat,North,Kharif,671.94,16.4,32.47,0,1,2,B,9.89,Transit,55.74,High,7.42,7.44,"₹ 4,985.79","₹ 4,999.23",₹ 13.44,0.27%,66.45
BATCH00132,Wheat,South,Rabi,699.25,8.17,21.13,1.2,0.7,28,A,3.24,Farm,93.48,High,8.45,9.94,"₹ 5,908.66","₹ 6,950.55","₹ 1,041.88",14.99%,22.66
BATCH00133,Wheat,North,Rabi,423.33,8.49,20.48,0,0.5,6,A,1.86,Warehouse,79.97,Medium,8.33,9.83,"₹ 3,526.34","₹ 4,161.33",₹ 635.00,15.26%,7.87
BATCH00134,Maize,East,Kharif,445.04,13.73,29,1.3,4.3,16,A,5.08,Warehouse,92.49,Medium,5.63,9.54,"₹ 2,505.58","₹ 4,245.68","₹ 1,740.11",40.99%,22.61
BATCH00135,Wheat,North,Kharif,585.96,16.19,26.65,1.4,1.7,20,A,7.24,Transit,93.37,High,6.98,12.96,"₹ 4,090.00","₹ 7,594.04","₹ 3,504.04",46.14%,42.42
BATCH00136,Wheat,South,Rabi,461.29,11.27,28.77,0.8,0.6,24,B,6.32,Warehouse,79.82,Medium,6.15,7.17,"₹ 2,836.93","₹ 3,307.45",₹ 470.52,14.23%,29.15
BATCH00137,Wheat,West,Rabi,495.46,11.5,25.25,0.3,1.3,29,A,9.54,Transit,95.88,Medium,9.1,14.04,"₹ 4,508.69","₹ 6,956.26","₹ 2,447.57",35.19%,47.27
BATCH00138,Maize,South,Kharif,502.54,13.96,23.29,0.9,0.3,15,C,8.27,Warehouse,79.27,Medium,9.15,12.91,"₹ 4,598.24","₹ 6,487.79","₹ 1,889.55",29.12%,41.56
BATCH00139,Wheat,South,Rabi,308.03,10.74,33.78,2.2,0.1,14,B,8.76,Transit,85.63,Medium,5.41,8.33,"₹ 1,666.44","₹ 2,565.89",₹ 899.45,35.05%,26.98
BATCH00140,Barley,West,Rabi,498.62,8.27,30.29,3.1,0.4,2,C,5.65,Farm,70.8,Low,3.64,6.81,"₹ 1,814.98","₹ 3,395.60","₹ 1,580.63",46.55%,28.17
BATCH00141,Wheat,South,Rabi,431.03,15.35,24,1.5,0.5,20,B,3.61,Farm,95.7,Low,4.17,7.8,"₹ 1,797.40","₹ 3,362.03","₹ 1,564.64",46.54%,15.56
BATCH00142,Barley,South,Rabi,450.69,14.26,26.39,1.8,0,18,B,7.17,Warehouse,91.21,High,5.57,8.33,"₹ 2,510.34","₹ 3,754.25","₹ 1,243.90",33.13%,32.31
BATCH00143,Barley,North,Kharif,644.36,13.81,31.84,0.4,1.7,14,C,4.67,Warehouse,58.34,High,6.95,10.57,"₹ 4,478.30","₹ 6,810.89","₹ 2,332.58",34.25%,30.09
BATCH00144,Barley,North,Rabi,374.35,15.42,21.44,0.7,0.4,18,A,3.23,Transit,78.82,Medium,7.6,5.46,"₹ 2,845.06","₹ 2,043.95",-₹ 801.11,-39.19%,12.09
BATCH00145,Maize,West,Rabi,581.32,14.75,22.95,0.4,0.9,2,A,1.95,Transit,94.84,Medium,5.32,14.14,"₹ 3,092.62","₹ 8,219.86","₹ 5,127.24",62.38%,11.34
BATCH00146,Maize,North,Kharif,472.1,10.06,21.46,0.6,0.1,1,C,5.51,Farm,89.65,Low,7.67,5.99,"₹ 3,621.01","₹ 2,827.88",-₹ 793.13,-28.05%,26.01
BATCH00147,Maize,North,Kharif,472.02,11.52,36.25,0.5,0.2,20,A,6.15,Warehouse,98.13,Medium,9.56,7.79,"₹ 4,512.51","₹ 3,677.04",-₹ 835.48,-22.72%,29.03
BATCH00148,Wheat,South,Rabi,579.04,9.26,35.05,1.5,2.2,2,B,5.9,Transit,61.57,Medium,7.56,6.09,"₹ 4,377.54","₹ 3,526.35",-₹ 851.19,-24.14%,34.16
BATCH00149,Barley,East,Rabi,534.01,9.3,35.07,1.7,0.9,9,B,1.61,Farm,68.37,High,4.11,7.57,"₹ 2,194.78","₹ 4,042.46","₹ 1,847.67",45.71%,8.60
BATCH00150,Maize,North,Rabi,557.06,14.76,34.33,5.8,3,9,B,5.91,Farm,75.36,Medium,7.06,13.38,"₹ 3,932.84","₹ 7,453.46","₹ 3,520.62",47.23%,32.92
BATCH00151,Maize,East,Rabi,596.82,16.59,33.39,0.4,6.7,16,A,2.1,Transit,61.63,Low,6.79,11.15,"₹ 4,052.41","₹ 6,654.54","₹ 2,602.14",39.10%,12.53
BATCH00152,Wheat,North,Kharif,466.87,17.63,29.54,2.1,0.5,11,A,6.81,Warehouse,69.7,Medium,9.09,7.27,"₹ 4,243.85","₹ 3,394.14",-₹ 849.70,-25.03%,31.79
BATCH00153,Maize,North,Kharif,438.78,14.28,32.85,3.4,0.4,27,C,4.58,Farm,76.88,Medium,5.45,13.72,"₹ 2,391.35","₹ 6,020.06","₹ 3,628.71",60.28%,20.10
BATCH00154,Wheat,West,Kharif,391.48,9.84,20.77,1.6,2,23,B,8.56,Transit,59.57,Medium,5.96,13.01,"₹ 2,333.22","₹ 5,093.15","₹ 2,759.93",54.19%,33.51
BATCH00155,Rice,West,Rabi,417.46,9.06,32.43,0.6,6.6,6,C,7.89,Farm,62.83,Medium,7.19,12.54,"₹ 3,001.54","₹ 5,234.95","₹ 2,233.41",42.66%,32.94
BATCH00156,Maize,West,Rabi,794.91,16.13,35.56,0.6,1,12,A,7.38,Warehouse,56.24,Medium,6.67,13.48,"₹ 5,302.05","₹ 10,715.39","₹ 5,413.34",50.52%,58.66
BATCH00157,Rice,East,Rabi,624.47,13.79,30.01,0.1,1.6,3,C,7.16,Transit,85.67,Low,8.03,11.2,"₹ 5,014.49","₹ 6,994.06","₹ 1,979.57",28.30%,44.71
BATCH00158,Wheat,South,Rabi,364.89,14.18,27.15,0.7,1.5,12,A,5.82,Warehouse,68.08,High,3.28,10.01,"₹ 1,196.84","₹ 3,652.55","₹ 2,455.71",67.23%,21.24
BATCH00159,Barley,North,Kharif,367.75,15.81,25.55,2.7,0.4,23,B,1.08,Warehouse,61.01,Medium,6.94,8.74,"₹ 2,552.19","₹ 3,214.14",₹ 661.95,20.59%,3.97
BATCH00160,Maize,North,Kharif,548.19,15.03,32.86,0.1,0.9,1,B,6.73,Farm,75.37,High,3.85,7.24,"₹ 2,110.53","₹ 3,968.90","₹ 1,858.36",46.82%,36.89
BATCH00161,Wheat,North,Rabi,554.73,16.34,33.86,0.5,1.8,9,A,4.94,Warehouse,53.41,High,5.21,10.57,"₹ 2,890.14","₹ 5,863.50","₹ 2,973.35",50.71%,27.40
BATCH00162,Barley,East,Kharif,554.89,8.56,37.42,2.4,1.2,20,A,4.96,Farm,96.17,Low,7.63,13.89,"₹ 4,233.81","₹ 7,707.42","₹ 3,473.61",45.07%,27.52
BATCH00163,Barley,West,Rabi,474.5,15.48,26.85,3.1,0,22,A,4.1,Transit,64.72,High,4.1,10.94,"₹ 1,945.45","₹ 5,191.03","₹ 3,245.58",62.52%,19.45
BATCH00164,Rice,South,Rabi,487.45,16.51,35.4,1.2,0.4,6,B,9.33,Transit,94.32,Medium,5.16,14.2,"₹ 2,515.24","₹ 6,921.79","₹ 4,406.55",63.66%,45.48
BATCH00165,Wheat,East,Kharif,532.79,10.86,31.23,2.4,0.2,11,A,2.87,Farm,74.88,Medium,7.92,8.57,"₹ 4,219.70","₹ 4,566.01",₹ 346.31,7.58%,15.29
BATCH00166,Barley,West,Rabi,508.59,14.4,37.66,1,0.3,3,B,3.51,Farm,92.51,Medium,7.56,11.95,"₹ 3,844.94","₹ 6,077.65","₹ 2,232.71",36.74%,17.85
BATCH00167,Maize,East,Rabi,278.07,11.14,30.56,0.3,2.4,4,C,9.65,Farm,62.35,Medium,3.64,11.49,"₹ 1,012.17","₹ 3,195.02","₹ 2,182.85",68.32%,26.83
BATCH00168,Maize,South,Kharif,477.02,17.58,30.35,1,0,29,B,8.2,Warehouse,58.76,Low,7.04,11.7,"₹ 3,358.22","₹ 5,581.13","₹ 2,222.91",39.83%,39.12
BATCH00169,Rice,West,Rabi,414.86,8.33,31.56,1.7,0.2,27,C,0.63,Transit,92.47,High,4.03,11.45,"₹ 1,671.89","₹ 4,750.15","₹ 3,078.26",64.80%,2.61
BATCH00170,Barley,East,Rabi,517.52,13.8,34.99,5.9,0.4,10,B,9.11,Transit,60.65,Low,4.77,7.22,"₹ 2,468.57","₹ 3,736.49","₹ 1,267.92",33.93%,47.15
BATCH00171,Wheat,South,Kharif,798.53,9.67,39.29,0.1,1,19,B,2.65,Warehouse,87.31,High,6.21,6.44,"₹ 4,958.87","₹ 5,142.53",₹ 183.66,3.57%,21.16
BATCH00172,Maize,North,Rabi,536.75,15.12,21.47,1.4,0.8,29,A,7.21,Farm,67.23,Low,3.77,14.79,"₹ 2,023.55","₹ 7,938.53","₹ 5,914.99",74.51%,38.70
BATCH00173,Barley,South,Kharif,468.65,9.76,21.07,0.8,0.2,6,B,5.75,Transit,87.41,Low,9.96,5.45,"₹ 4,667.75","₹ 2,554.14","-₹ 2,113.61",-82.75%,26.95
BATCH00174,Barley,North,Rabi,592.18,10.35,38.75,1.4,0.2,1,A,5.6,Warehouse,95.38,Low,4.16,9.68,"₹ 2,463.47","₹ 5,732.30","₹ 3,268.83",57.02%,33.16
BATCH00175,Rice,East,Kharif,548.27,12.94,30.6,0,0.3,8,A,7.32,Farm,99.08,Medium,8.47,9.25,"₹ 4,643.85","₹ 5,071.50",₹ 427.65,8.43%,40.13
BATCH00176,Maize,West,Kharif,542.01,17.15,32.3,0.8,0.7,8,A,2.47,Transit,67.99,Medium,8.81,8.6,"₹ 4,775.11","₹ 4,661.29",-₹ 113.82,-2.44%,13.39
BATCH00177,Maize,West,Kharif,560.69,10.12,29.65,3.4,0.3,25,B,2.01,Farm,68.38,Low,9.96,12.82,"₹ 5,584.47","₹ 7,188.05","₹ 1,603.57",22.31%,11.27
BATCH00178,Wheat,East,Rabi,705.65,9.44,21.87,1.6,2.9,6,A,6.69,Warehouse,99.07,High,6,12.45,"₹ 4,233.90","₹ 8,785.34","₹ 4,551.44",51.81%,47.21
BATCH00179,Maize,West,Kharif,386.91,15.59,35.36,1.2,0.6,17,C,3.26,Transit,93.08,High,9.12,14.05,"₹ 3,528.62","₹ 5,436.09","₹ 1,907.47",35.09%,12.61
BATCH00180,Wheat,West,Kharif,547.36,13.01,34.94,0.7,0.1,19,C,9.75,Farm,52.25,Medium,9.7,8.95,"₹ 5,309.39","₹ 4,898.87",-₹ 410.52,-8.38%,53.37
BATCH00181,Maize,North,Kharif,407.36,17.12,26.23,0.7,1.3,1,B,4.79,Farm,78.67,Low,4.21,10.64,"₹ 1,714.99","₹ 4,334.31","₹ 2,619.32",60.43%,19.51
BATCH00182,Rice,East,Kharif,555.55,9.47,26.12,1,0.4,15,A,1.56,Farm,59.06,Medium,6.36,13.92,"₹ 3,533.30","₹ 7,733.26","₹ 4,199.96",54.31%,8.67
BATCH00183,Maize,South,Kharif,408.13,14.46,36.76,3.6,1.1,13,C,7.02,Warehouse,99.7,Medium,3.42,14.94,"₹ 1,395.80","₹ 6,097.46","₹ 4,701.66",77.11%,28.65
BATCH00184,Wheat,North,Rabi,458.26,10.33,21.45,6.8,0.3,21,B,3.41,Farm,56.95,Medium,7.35,14.69,"₹ 3,368.21","₹ 6,731.84","₹ 3,363.63",49.97%,15.63
BATCH00185,Wheat,East,Rabi,470.49,9.57,37.62,1.2,0.8,3,B,1.91,Transit,77.97,Low,7.07,12.18,"₹ 3,326.36","₹ 5,730.57","₹ 2,404.20",41.95%,8.99
BATCH00186,Rice,North,Rabi,597.58,14.83,25.13,1,1.5,2,B,4.52,Transit,83.26,Low,4.43,6.43,"₹ 2,647.28","₹ 3,842.44","₹ 1,195.16",31.10%,27.01
BATCH00187,Maize,South,Rabi,591.85,13.94,31.86,3.7,2.6,3,B,9.66,Farm,96.85,Medium,8.59,5.23,"₹ 5,083.99","₹ 3,095.38","-₹ 1,988.62",-64.24%,57.17
BATCH00188,Maize,South,Rabi,375.43,15.55,38.72,1.1,0.3,9,B,4.41,Warehouse,92.36,Low,3.26,13.25,"₹ 1,223.90","₹ 4,974.45","₹ 3,750.55",75.40%,16.56
BATCH00189,Rice,East,Rabi,505.49,11.09,33.56,1.6,0.4,27,A,3.8,Transit,62.29,High,8.64,13.41,"₹ 4,367.43","₹ 6,778.62","₹ 2,411.19",35.57%,19.21
BATCH00190,Maize,South,Rabi,429.04,12.48,28.29,0.5,0.6,16,A,4.72,Transit,78.63,High,3.19,12.46,"₹ 1,368.64","₹ 5,345.84","₹ 3,977.20",74.40%,20.25
BATCH00191,Maize,North,Kharif,374.15,12.05,33.79,2.7,2.6,24,A,0.62,Transit,97.68,Medium,7.6,7.8,"₹ 2,843.54","₹ 2,918.37",₹ 74.83,2.56%,2.32
BATCH00192,Wheat,South,Rabi,478.3,17.84,26.88,1.5,2.3,13,A,1.76,Farm,86.79,High,3.55,11.4,"₹ 1,697.97","₹ 5,452.62","₹ 3,754.66",68.86%,8.42
BATCH00193,Maize,North,Kharif,469.15,10.92,25.55,3.3,0.1,19,B,8.57,Transit,84.42,Medium,4.76,8.16,"₹ 2,233.15","₹ 3,828.26","₹ 1,595.11",41.67%,40.21
BATCH00194,Maize,North,Kharif,742.67,10.95,39.93,3,0.1,27,B,9.79,Farm,87.75,Medium,8.05,9.51,"₹ 5,978.49","₹ 7,062.79","₹ 1,084.30",15.35%,72.71
BATCH00195,Rice,South,Rabi,543.3,11.55,35.02,0.5,0.7,18,C,2,Farm,66.13,Medium,4.96,8.82,"₹ 2,694.77","₹ 4,791.91","₹ 2,097.14",43.76%,10.87
BATCH00196,Rice,East,Kharif,362.24,13.65,32.89,2.5,0.1,21,C,5.59,Farm,86.46,Low,6.58,14.14,"₹ 2,383.54","₹ 5,122.07","₹ 2,738.53",53.47%,20.25
BATCH00197,Barley,West,Kharif,443.52,10.52,27.11,3.2,0.4,12,A,9.68,Farm,61.64,Low,9.41,7.34,"₹ 4,173.52","₹ 3,255.44",-₹ 918.09,-28.20%,42.93
BATCH00198,Wheat,South,Kharif,602.14,17.15,20.98,0.8,0.2,28,B,1.99,Farm,71.41,Low,3.35,10.78,"₹ 2,017.17","₹ 6,491.07","₹ 4,473.90",68.92%,11.98
BATCH00199,Maize,North,Kharif,708.84,10.66,20.62,0.4,1,29,C,2.27,Transit,94.5,Low,8.68,8.61,"₹ 6,152.73","₹ 6,103.11",-₹ 49.62,-0.81%,16.09
BATCH00200,Maize,North,Rabi,341.4,16.96,31.08,0,3,12,C,9.3,Farm,50.95,Medium,3.46,11.63,"₹ 1,181.24","₹ 3,970.48","₹ 2,789.24",70.25%,31.75
BATCH00201,Barley,South,Rabi,312.01,9.03,35.24,1.2,5.7,1,C,7.2,Farm,70.72,Low,3.89,10.65,"₹ 1,213.72","₹ 3,322.91","₹ 2,109.19",63.47%,22.46
BATCH00202,Maize,East,Rabi,687.1,14.57,30.75,0.9,0.5,20,C,1.94,Farm,63.34,High,3.84,14.24,"₹ 2,638.46","₹ 9,784.30","₹ 7,145.84",73.03%,13.33
BATCH00203,Wheat,East,Rabi,538.96,17.07,36.82,1.6,0.9,8,A,4.24,Farm,59.93,High,9.96,6.02,"₹ 5,368.04","₹ 3,244.54","-₹ 2,123.50",-65.45%,22.85
BATCH00204,Barley,North,Rabi,413.17,9.69,20.67,0.4,1.9,17,B,1.03,Farm,91.93,Low,4.26,7.21,"₹ 1,760.10","₹ 2,978.96","₹ 1,218.85",40.92%,4.26
BATCH00205,Wheat,North,Rabi,553.46,17.68,27.34,3.9,0.1,21,A,4.61,Farm,84.82,High,9.28,12.66,"₹ 5,136.11","₹ 7,006.80","₹ 1,870.69",26.70%,25.51
BATCH00206,Barley,East,Rabi,236.43,12.53,24.74,0.6,1.2,28,C,7.89,Transit,55.63,High,9.94,8.69,"₹ 2,350.11","₹ 2,054.58",-₹ 295.54,-14.38%,18.65
BATCH00207,Barley,West,Rabi,500.34,17.46,28.95,0.5,0.5,20,C,5.76,Farm,74.72,Low,5.69,6.66,"₹ 2,846.93","₹ 3,332.26",₹ 485.33,14.56%,28.82
BATCH00208,Rice,South,Rabi,532.78,14.77,21.45,1.3,0.2,22,B,6.65,Farm,73.35,Medium,7.42,10.03,"₹ 3,953.23","₹ 5,343.78","₹ 1,390.56",26.02%,35.43
BATCH00209,Wheat,North,Rabi,592.43,11.02,39.08,1.4,0.5,7,B,3.6,Transit,57.13,Medium,8.45,11.52,"₹ 5,006.03","₹ 6,824.79","₹ 1,818.76",26.65%,21.33
BATCH00210,Maize,North,Kharif,398.61,9.88,24.47,0.5,0.1,9,A,2.03,Transit,89.99,Medium,5.75,5.45,"₹ 2,292.01","₹ 2,172.42",-₹ 119.58,-5.50%,8.09
BATCH00211,Maize,East,Rabi,508.57,11.04,38.45,0.6,1.2,17,B,0.62,Warehouse,68.33,Low,4.13,7.92,"₹ 2,100.39","₹ 4,027.87","₹ 1,927.48",47.85%,3.15
BATCH00212,Wheat,South,Kharif,407.46,8.93,28.52,0.4,0.3,27,A,8.3,Transit,88.1,Medium,6.04,13.09,"₹ 2,461.06","₹ 5,333.65","₹ 2,872.59",53.86%,33.82
BATCH00213,Maize,East,Kharif,525.54,9.44,39.71,2.5,0.4,10,A,6.55,Transit,59.6,Medium,8.4,10.2,"₹ 4,414.54","₹ 5,360.51",₹ 945.97,17.65%,34.42
BATCH00214,Maize,South,Kharif,410.47,9.05,31.08,2.9,0.1,4,C,2.68,Farm,65.75,High,8.47,5.35,"₹ 3,476.68","₹ 2,196.01","-₹ 1,280.67",-58.32%,11.00
BATCH00215,Wheat,South,Kharif,459.19,12.23,38.62,1.2,2,22,A,4.48,Warehouse,54.76,Medium,4.61,7.82,"₹ 2,116.87","₹ 3,590.87","₹ 1,474.00",41.05%,20.57
BATCH00216,Barley,South,Rabi,400.42,15.96,20.11,2.5,0.7,26,C,8.11,Farm,57.17,Low,4.22,11.39,"₹ 1,689.77","₹ 4,560.78","₹ 2,871.01",62.95%,32.47
BATCH00217,Wheat,North,Kharif,565.11,9.41,34.96,2.7,0.8,7,A,5.62,Warehouse,94.16,Medium,9.44,6.99,"₹ 5,334.64","₹ 3,950.12","-₹ 1,384.52",-35.05%,31.76
BATCH00218,Barley,West,Rabi,585.85,9.3,38.06,0.3,0.8,7,A,3.35,Farm,55.46,High,3.31,13.27,"₹ 1,939.16","₹ 7,774.23","₹ 5,835.07",75.06%,19.63
BATCH00219,Maize,East,Rabi,476.54,14.43,22.79,6.8,0.5,8,B,3.04,Transit,54.79,High,8.14,11.77,"₹ 3,879.04","₹ 5,608.88","₹ 1,729.84",30.84%,14.49
BATCH00220,Maize,West,Kharif,503.82,9.97,21.92,3.4,0.2,26,B,2.57,Transit,97.02,High,3.32,9.71,"₹ 1,672.68","₹ 4,892.09","₹ 3,219.41",65.81%,12.95
BATCH00221,Maize,East,Rabi,355.14,8.98,28.49,0.5,1.4,24,C,8.33,Warehouse,82.3,High,8.87,14.16,"₹ 3,150.09","₹ 5,028.78","₹ 1,878.69",37.36%,29.58
BATCH00222,Rice,South,Kharif,470.03,9.67,38.67,0.4,0.1,24,B,6.03,Farm,55.05,Medium,9.34,8.92,"₹ 4,390.08","₹ 4,192.67",-₹ 197.41,-4.71%,28.34
BATCH00223,Barley,North,Kharif,494.98,17.24,30.85,0.3,0.1,8,A,7.24,Farm,98.59,High,5.08,7.35,"₹ 2,514.50","₹ 3,638.10","₹ 1,123.60",30.88%,35.84
BATCH00224,Rice,West,Rabi,762.08,16.21,30.55,0.3,1.2,16,C,8.67,Transit,57.36,High,3.52,11.61,"₹ 2,682.52","₹ 8,847.75","₹ 6,165.23",69.68%,66.07
BATCH00225,Rice,North,Rabi,388.8,11.54,22.82,2.8,0.2,12,C,9.88,Transit,88.32,High,6.36,10.73,"₹ 2,472.77","₹ 4,171.82","₹ 1,699.06",40.73%,38.41
BATCH00226,Wheat,East,Kharif,646.42,14.56,20.02,1.3,0.4,15,C,2.87,Warehouse,51.74,Medium,5.09,8.35,"₹ 3,290.28","₹ 5,397.61","₹ 2,107.33",39.04%,18.55
BATCH00227,Rice,North,Rabi,599.69,13.37,36.2,3.1,0.6,8,A,2.22,Transit,81.23,Low,5.92,8.44,"₹ 3,550.16","₹ 5,061.38","₹ 1,511.22",29.86%,13.31
BATCH00228,Wheat,North,Rabi,528.06,14.77,21.75,2.7,0.6,22,B,4.89,Warehouse,77.34,High,7.65,8.98,"₹ 4,039.66","₹ 4,741.98",₹ 702.32,14.81%,25.82
BATCH00229,Wheat,West,Rabi,675.86,14.83,32.68,1.9,1.2,9,C,0.83,Warehouse,60.4,High,4.47,7.91,"₹ 3,021.09","₹ 5,346.05","₹ 2,324.96",43.49%,5.61
BATCH00230,Rice,South,Kharif,537.21,14.29,38.29,2.3,1,3,A,8.02,Warehouse,82.16,High,5.5,12.1,"₹ 2,954.66","₹ 6,500.24","₹ 3,545.59",54.55%,43.08
BATCH00231,Barley,North,Kharif,538.92,10.66,24.17,0,1,22,B,8.9,Warehouse,80.85,Medium,8.48,11.51,"₹ 4,570.04","₹ 6,202.97","₹ 1,632.93",26.32%,47.96
BATCH00232,Barley,South,Rabi,494.69,8.39,33.31,0.7,1.3,21,B,7.02,Transit,89.92,Medium,7.51,9.41,"₹ 3,715.12","₹ 4,655.03",₹ 939.91,20.19%,34.73
BATCH00233,Barley,East,Rabi,622.36,12.56,21.57,2,0.3,16,C,3.05,Warehouse,93.79,High,5.28,8.98,"₹ 3,286.06","₹ 5,588.79","₹ 2,302.73",41.20%,18.98
BATCH00234,Barley,North,Rabi,609.65,16.91,32.08,0,0.4,15,A,1.67,Transit,75.51,Low,7.65,8.65,"₹ 4,663.82","₹ 5,273.47",₹ 609.65,11.56%,10.18
BATCH00235,Barley,West,Rabi,437.43,13.69,23.28,0.1,0.6,24,B,4.13,Warehouse,74.51,High,8.36,7.83,"₹ 3,656.91","₹ 3,425.08",-₹ 231.84,-6.77%,18.07
BATCH00236,Rice,East,Rabi,368.08,16.32,34.72,3.8,0.4,4,A,8.42,Transit,81.08,Low,7.15,5.86,"₹ 2,631.77","₹ 2,156.95",-₹ 474.82,-22.01%,30.99
BATCH00237,Rice,East,Kharif,479.7,17.92,26.02,2.3,4.2,20,B,3.8,Warehouse,86.46,Low,4.68,7.68,"₹ 2,245.00","₹ 3,684.10","₹ 1,439.10",39.06%,18.23
BATCH00238,Maize,West,Rabi,420,9.64,29.27,0.6,1.7,29,C,0.83,Transit,67.81,Medium,3,8.21,"₹ 1,260.00","₹ 3,448.20","₹ 2,188.20",63.46%,3.49
BATCH00239,Barley,North,Kharif,493.65,14.92,31.99,2.3,0.2,16,C,3.11,Farm,75.23,Medium,8.62,10.48,"₹ 4,255.26","₹ 5,173.45",₹ 918.19,17.75%,15.35
BATCH00240,Rice,North,Rabi,623.74,14.74,23.43,3.1,0,10,B,9.9,Warehouse,79.26,Medium,8.76,12.74,"₹ 5,463.96","₹ 7,946.45","₹ 2,482.49",31.24%,61.75
BATCH00241,Maize,East,Kharif,454.27,17.8,34.83,0.7,0,11,A,6.93,Warehouse,99.42,Low,7.88,8.96,"₹ 3,579.65","₹ 4,070.26",₹ 490.61,12.05%,31.48
BATCH00242,Barley,North,Rabi,495.72,17.86,26.05,0.1,0.3,26,B,9.06,Farm,79.39,Low,3.54,14.45,"₹ 1,754.85","₹ 7,163.15","₹ 5,408.31",75.50%,44.91
BATCH00243,Wheat,South,Kharif,505.8,14.87,33.25,5.4,0.1,29,A,7.86,Farm,61.21,Low,7.1,13.27,"₹ 3,591.18","₹ 6,711.97","₹ 3,120.79",46.50%,39.76
BATCH00244,Maize,West,Rabi,584.84,10.44,23.17,0.8,0.8,5,B,5.63,Warehouse,79.4,Medium,8.75,14.85,"₹ 5,117.35","₹ 8,684.87","₹ 3,567.52",41.08%,32.93
BATCH00245,Rice,South,Kharif,275.31,15.99,33.76,0.2,2,11,C,1.91,Transit,90.97,Medium,5.73,13.76,"₹ 1,577.53","₹ 3,788.27","₹ 2,210.74",58.36%,5.26
BATCH00246,Wheat,North,Kharif,439.33,9.07,22.56,1.4,1.3,29,A,3.81,Warehouse,92.87,Medium,4.39,11.17,"₹ 1,928.66","₹ 4,907.32","₹ 2,978.66",60.70%,16.74
BATCH00247,Wheat,East,Kharif,521.13,15.81,28.51,2.9,0.2,13,C,6.05,Transit,90.01,High,7.11,10.98,"₹ 3,705.23","₹ 5,722.01","₹ 2,016.77",35.25%,31.53
BATCH00248,Wheat,West,Kharif,620.01,17.1,24.94,0.5,0.5,15,A,8.77,Farm,94.41,Low,8.78,6.3,"₹ 5,443.69","₹ 3,906.06","-₹ 1,537.62",-39.37%,54.37
BATCH00249,Maize,North,Kharif,450.81,11.83,34.97,0.6,0.7,6,B,3.05,Transit,66.74,Low,3.34,12.22,"₹ 1,505.71","₹ 5,508.90","₹ 4,003.19",72.67%,13.75
BATCH00250,Rice,North,Kharif,312.34,14.31,25.24,0.6,1.7,16,C,1.65,Warehouse,75.38,High,7.18,11,"₹ 2,242.60","₹ 3,435.74","₹ 1,193.14",34.73%,5.15
BATCH00251,Wheat,East,Rabi,561.97,12.3,37.63,9.6,1.8,15,C,5.81,Farm,88.98,Low,7.5,10.07,"₹ 4,214.78","₹ 5,659.04","₹ 1,444.26",25.52%,32.65
BATCH00252,Barley,East,Kharif,436.46,12.38,37.84,0.4,2.4,11,A,2.18,Farm,63.22,Low,7.22,11.93,"₹ 3,151.24","₹ 5,206.97","₹ 2,055.73",39.48%,9.51
BATCH00253,Wheat,South,Rabi,381.03,11.1,23.93,1.7,0.7,20,A,6.3,Warehouse,68.58,High,7.55,9.44,"₹ 2,876.78","₹ 3,596.92",₹ 720.15,20.02%,24.00
BATCH00254,Wheat,West,Rabi,437.57,15.62,32.28,5.2,1.2,2,A,3,Warehouse,91.56,Low,7.42,10.24,"₹ 3,246.77","₹ 4,480.72","₹ 1,233.95",27.54%,13.13
BATCH00255,Maize,West,Rabi,481.55,17.36,21.75,0.3,0.1,28,C,2.69,Farm,88.5,Medium,3.91,8.98,"₹ 1,882.86","₹ 4,324.32","₹ 2,441.46",56.46%,12.95
BATCH00256,Maize,East,Rabi,439.53,17.41,27.83,7.1,0.8,28,B,4.29,Transit,98.56,High,4.64,12.17,"₹ 2,039.42","₹ 5,349.08","₹ 3,309.66",61.87%,18.86
BATCH00257,Rice,South,Rabi,279.44,9.75,34.27,5.9,0.3,2,A,6.14,Transit,99.8,Low,7.33,13.77,"₹ 2,048.30","₹ 3,847.89","₹ 1,799.59",46.77%,17.16
BATCH00258,Barley,West,Kharif,589.71,16.75,33.19,4.3,0.6,12,B,5.68,Transit,62.04,Medium,3.12,13.41,"₹ 1,839.90","₹ 7,908.01","₹ 6,068.12",76.73%,33.50
BATCH00259,Maize,East,Kharif,627.49,15.37,32.49,0.5,1,16,A,2.82,Warehouse,95.02,Low,7.44,12.86,"₹ 4,668.53","₹ 8,069.52","₹ 3,401.00",42.15%,17.70
BATCH00260,Wheat,North,Kharif,565.15,10.53,25.65,2,0.3,19,B,8.97,Farm,54.73,High,7.66,5.14,"₹ 4,329.05","₹ 2,904.87","-₹ 1,424.18",-49.03%,50.69
